City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,Chama,47.1821,8.4636,17.2,57,20,1.54,CH,1663502232
357,Mount Isa,-20.7333,139.5,22.87,27,2,0.0,AU,1663502234
358,Nelson Bay,-32.7167,152.15,17.22,56,82,2.68,AU,1663502235
359,Sault Sainte Marie,46.5168,-84.3333,19.31,100,75,1.03,CA,1663502237
360,Mattru,7.6244,-11.8332,22.59,99,100,1.94,SL,1663502238
361,Baglung,28.2719,83.5898,23.14,88,46,1.27,NP,1663502239
362,Teguldet,57.3064,88.1667,11.58,63,73,0.25,RU,1663502241
363,Peleduy,59.6289,112.7406,0.53,61,71,1.71,RU,1663502242
364,Baherden,38.4362,57.4316,31.82,18,1,2.8,TM,1663502244
365,Vila Velha,-20.3297,-40.2925,19.97,73,75,5.81,BR,1663502245
366,Cayenne,4.9333,-52.3333,27.02,83,20,0.0,GF,1663502246
367,Alihe,50.5667,123.7167,6.1,64,95,5.12,CN,1663502247
368,Mahebourg,-20.4081,57.7,24.16,69,75,6.69,MU,1663502250
369,San Jose De Guanipa,8.8872,-64.1651,24.68,83,100,2.05,VE,1663502252
370,Cocorit,27.5833,-109.9667,25.82,68,1,1.6,MX,1663502253
371,Visby,57.6409,18.296,16.14,72,20,4.12,SE,1663502254
372,Marrakesh,31.6315,-8.0083,27.04,54,40,2.57,MA,1663502256
373,Mahanje,-9.9333,35.3333,30.56,23,85,3.11,TZ,1663502259
374,Neuwied,50.4333,7.4667,14.32,94,99,5.12,DE,1663502260
375,Sibolga,1.7427,98.7792,24.36,85,100,1.79,ID,1663502261
376,Aswan,24.0934,32.907,37.61,16,0,3.09,EG,1663502263
377,Kavieng,-2.5744,150.7967,27.95,72,34,3.17,PG,1663502264
378,Ternate,0.8,127.4,27.54,73,100,0.78,ID,1663502265
379,Oyotun,-6.8519,-79.3036,20.22,82,39,1.06,PE,1663502267
380,Bay Roberts,47.5999,-53.2648,15.18,76,35,4.47,CA,1663502268
381,Port-Gentil,-0.7193,8.7815,27.98,74,75,6.69,GA,1663502270
382,Mandalgovi,45.7625,106.2708,7.78,41,64,5.92,MN,1663502271
383,Havoysund,70.9963,24.6622,7.13,85,100,9.52,NO,1663502273
384,Zakamensk,50.3741,103.2863,4.32,68,63,1.43,RU,1663502275
385,Sangar,63.9242,127.4739,-0.3,86,11,5.1,RU,1663502276
386,Cristalina,-16.7686,-47.6136,22.18,52,54,5.33,BR,1663502277
387,Bosaso,11.2842,49.1816,32.99,70,0,6.69,SO,1663502279
388,Naze,28.3667,129.4833,26.51,85,100,12.02,JP,1663502280
389,Teya,60.3778,92.6267,9.0,92,100,2.21,RU,1663502282
390,Dwarka,22.2394,68.9678,28.07,73,93,4.51,IN,1663502283
391,Daytona Beach,29.2108,-81.0228,22.83,98,75,0.0,US,1663502284
392,Krasnyy Chikoy,50.3643,108.7512,3.96,86,70,2.09,RU,1663502286
393,Pinega,64.7001,43.3936,11.73,85,100,3.76,RU,1663502287
394,Port Hardy,50.6996,-127.4199,9.0,100,20,1.54,CA,1663502290
395,Palasbari,26.1361,91.5486,31.03,84,75,0.0,IN,1663502292
396,Mama,58.3106,112.8986,0.03,66,69,1.26,RU,1663502293
397,Traverse City,44.7631,-85.6206,20.19,93,96,4.87,US,1663502297
398,Biu,10.6129,12.1946,25.0,73,93,1.82,NG,1663502299
399,Fairbanks,64.8378,-147.7164,8.5,87,91,2.03,US,1663502300
400,Yagoua,10.3411,15.2329,24.19,83,100,1.4,CM,1663502301
401,Karancslapujto,48.15,19.7333,9.94,73,82,7.01,HU,1663502303
402,San Luis,-33.295,-66.3356,9.17,82,9,4.56,AR,1663502305
403,Brae,60.3964,-1.353,10.81,68,35,7.03,GB,1663502306
404,Nalut,30.3333,10.85,38.75,8,1,3.11,LY,1663502308
405,Imbituba,-28.24,-48.6703,16.59,75,88,3.08,BR,1663502311
406,Obala,4.1667,11.5333,26.93,75,97,1.92,CM,1663502312
407,Werder,52.3787,12.934,16.18,73,37,6.7,DE,1663502313
408,Fuenlabrada,40.2842,-3.7942,26.64,52,75,3.09,ES,1663502315
409,Carnarvon,-24.8667,113.6333,19.37,68,0,9.68,AU,1663502316
410,Tampakan,6.4442,124.9264,25.43,90,97,0.84,PH,1663502317
411,Tam Ky,15.5667,108.4833,26.83,81,64,1.07,VN,1663502322
412,Daru,-9.0763,143.2092,26.55,89,79,4.79,PG,1663502324
413,Contamana,-7.3333,-75.0167,23.96,71,1,1.02,PE,1663502325
414,Dengfeng,34.4553,113.0281,25.9,38,26,2.31,CN,1663502327
415,Zlitan,32.4674,14.5687,30.26,53,5,5.68,LY,1663502328
416,Gorom-Gorom,14.4439,-0.2361,33.08,45,77,1.52,BF,1663502329
417,Kefamenanu,-9.4467,124.4781,22.09,79,65,1.15,ID,1663502331
418,Olavarria,-36.8927,-60.3225,15.57,83,96,4.79,AR,1663502332
419,Lorengau,-2.0226,147.2712,27.83,75,45,2.98,PG,1663502334
420,Hope,33.6671,-93.5916,22.82,85,2,1.91,US,1663502336
421,Kharhial,20.2833,82.7667,28.34,76,78,2.31,IN,1663502337
422,Husavik,66.0449,-17.3389,9.95,66,42,2.13,IS,1663502339
423,Sisimiut,66.9395,-53.6735,5.61,92,100,5.69,GL,1663502340
424,Lluta,-16.0147,-72.0142,10.59,23,78,0.3,PE,1663502342
425,Simpang,-1.2667,104.0833,23.99,93,96,0.81,ID,1663502343
426,Bardiyah,31.7561,25.0865,28.38,53,0,6.31,LY,1663502344
427,Encheng,22.1839,112.3026,27.98,79,45,1.72,CN,1663502346
428,Capaci,38.1711,13.2393,27.58,31,0,3.6,IT,1663502347
429,Tres Arroyos,-38.3739,-60.2798,15.57,78,92,2.53,AR,1663502349
430,Bandarbeyla,9.4942,50.8122,30.18,56,0,12.91,SO,1663502351
431,Innisfail,-17.5333,146.0333,23.25,94,3,0.71,AU,1663502352
432,Sambava,-14.2667,50.1667,24.55,66,18,5.47,MG,1663502353
433,Lavrentiya,65.5833,-171.0,3.64,94,100,7.07,RU,1663502355
434,Rawson,-43.3002,-65.1023,7.95,59,94,7.29,AR,1663502357
435,Cumana,10.4635,-64.1775,27.11,73,100,1.26,VE,1663502358
436,Nantucket,41.2835,-70.0995,21.16,45,39,8.94,US,1663502361
437,Gemena,3.25,19.7667,27.01,77,73,1.61,CD,1663502362
438,Say,13.1007,2.3689,27.31,87,97,5.16,NE,1663502364
439,Kizema,61.113,44.8302,14.86,66,61,4.17,RU,1663502365
440,Susanville,40.4163,-120.653,11.91,49,75,4.63,US,1663502367
441,Marsh Harbour,26.5412,-77.0636,28.04,73,84,5.02,BS,1663502368
442,San Cristobal,7.7669,-72.225,19.1,81,99,1.2,VE,1663502369
443,Tual,-5.6667,132.75,27.62,77,83,5.24,ID,1663502371
444,Prado,-17.3411,-39.2208,22.29,68,100,4.08,BR,1663502372
445,Niagara Falls,43.1001,-79.0663,22.6,84,40,6.17,CA,1663502373
446,Jaltenango,15.8719,-92.7247,20.35,98,99,0.79,MX,1663502375
447,Elizabeth City,36.2946,-76.2511,17.01,84,9,0.75,US,1663502376
448,Nea Vissa,41.5833,26.5333,21.5,41,92,4.24,GR,1663502377
449,Acapulco,16.8634,-99.8901,23.15,96,100,1.65,MX,1663502378
450,Conceicao Da Barra,-18.5933,-39.7322,20.44,70,87,3.01,BR,1663502380
451,Igarka,67.4667,86.5833,9.28,75,99,4.29,RU,1663502381
452,San Rafael,-34.6177,-68.3301,10.27,68,12,7.59,AR,1663502382
453,Atherton,53.5237,-2.4935,16.22,83,100,1.79,GB,1663502384
454,Deputatskiy,69.3,139.9,-1.51,98,99,0.74,RU,1663502385
455,Porto Belo,-27.1578,-48.5531,16.76,75,78,4.07,BR,1663502386
456,Tabuk,17.4189,121.4443,24.02,91,99,1.28,PH,1663502388
457,North Platte,41.1239,-100.7654,17.29,80,26,7.15,US,1663502389
458,Sinop,41.7711,34.8709,26.84,41,0,4.83,TR,1663502391
459,Yatou,37.15,122.3833,20.02,75,0,10.08,CN,1663502392
460,Niigata,37.9022,139.0236,27.97,74,75,0.51,JP,1663502393
461,Kangaatsiaq,68.3065,-53.4641,4.0,89,100,3.55,GL,1663502394
462,Mayo,38.8876,-76.5119,19.54,95,73,0.45,US,1663502396
463,Kununurra,-15.7667,128.7333,28.99,45,25,3.6,AU,1663502397
464,Qasigiannguit,68.8193,-51.1922,2.51,93,100,3.02,GL,1663502398
465,Buala,-8.145,159.5921,25.79,87,100,2.9,SB,1663502400
466,Manggar,-2.8833,108.2667,27.08,81,100,3.26,ID,1663502403
467,Clearwater,27.9659,-82.8001,23.29,88,0,1.34,US,1663502404
468,Port Blair,11.6667,92.75,27.34,80,99,7.41,IN,1663502406
469,Boshnyakovo,49.6333,142.1667,12.4,93,100,2.06,RU,1663502410
470,Blagoveshchenka,52.8333,79.8667,16.19,33,0,1.98,RU,1663502412
471,Venado Tuerto,-33.7456,-61.9688,17.83,64,100,4.13,AR,1663502413
472,Otane,-39.8833,176.6333,8.34,96,100,1.25,NZ,1663502415
473,Copperas Cove,31.1241,-97.9031,23.52,90,1,3.3,US,1663502416
474,Mwanza,-2.5167,32.9,26.89,46,67,4.42,TZ,1663502418
475,Vanavara,60.34,102.2797,6.67,80,94,2.19,RU,1663502419
476,Aykhal,66.0,111.5,-3.92,78,79,1.95,RU,1663502421
477,Deer Lake,49.1667,-57.4316,8.23,77,77,5.93,CA,1663502423
478,Den Helder,52.9599,4.7593,13.99,84,100,6.26,NL,1663502424
479,Porto Novo,6.4965,2.6036,27.9,74,91,4.79,BJ,1663502425
480,El Cope,8.6167,-80.6,19.84,96,100,1.02,PA,1663502427
481,Komsomolets,53.7453,62.0708,20.85,55,100,6.22,KZ,1663502428
482,Zeya,53.75,127.2667,3.79,87,100,7.18,RU,1663502429
483,Lamar,33.6668,-95.5836,24.64,90,0,3.01,US,1663502431
484,Banjar,-8.19,114.9675,24.95,86,82,1.54,ID,1663502432
485,Shasta Lake,40.6804,-122.3708,15.4,80,100,0.76,US,1663502434
486,Serowe,-22.3833,26.7167,32.41,11,0,3.83,BW,1663502435
487,Barabai,-2.5833,115.3833,25.99,82,93,0.98,ID,1663502438
488,Pacora,9.0833,-79.2833,25.11,92,40,2.06,PA,1663502439
489,Naro Moru,-0.1676,37.0213,22.58,44,38,4.49,KE,1663502441
490,Qaqortoq,60.7167,-46.0333,9.8,69,96,2.47,GL,1663502442
491,Methoni,36.8197,21.7049,31.23,63,0,9.3,GR,1663502443
492,La Curva,12.4048,121.0459,25.88,86,96,2.55,PH,1663502445
493,Zyryanka,65.75,150.85,4.05,53,12,3.35,RU,1663502446
494,Sechura,-5.5569,-80.8222,18.3,81,91,4.33,PE,1663502448
495,Shache,38.4167,77.2406,28.25,20,3,4.04,CN,1663502449
496,Olga,43.7444,135.2892,16.45,99,100,1.02,RU,1663502451
497,Japura,-0.3167,102.35,23.91,96,100,0.88,ID,1663502452
498,Wamba,8.9333,8.6,28.87,61,79,1.53,NG,1663502453
499,Zhuji,29.7188,120.2423,22.45,85,23,0.92,CN,1663502455
500,Boguchany,58.3814,97.4531,8.97,88,89,1.41,RU,1663502456
501,Fare,-16.7,-151.0167,25.18,76,13,9.68,PF,1663502458
502,Trelew,-43.249,-65.3051,7.87,57,95,6.93,AR,1663502459
503,Gebre Guracha,9.8,38.4,19.59,56,30,1.4,ET,1663502461
504,Saint-Louis,16.3333,-15.0,34.19,27,83,1.65,SN,1663502462
505,Devon,50.75,-3.75,17.51,62,22,3.98,GB,1663502463
506,Panzhihua,26.5851,101.7128,25.33,73,13,1.01,CN,1663502464
507,Winslow,35.0242,-110.6974,17.47,31,0,3.47,US,1663502466
508,Langsa,4.4683,97.9683,24.47,92,99,1.24,ID,1663502467
509,Alto Araguaia,-17.3147,-53.2153,28.44,33,5,4.55,BR,1663502468
510,Zhigansk,66.7697,123.3711,1.25,98,99,5.79,RU,1663502471
511,Eagle Pass,28.7091,-100.4995,23.48,88,14,4.22,US,1663502472
512,Anage,-14.6122,-41.1356,21.48,68,91,3.49,BR,1663502473
513,Gengenbach,48.4,8.0167,17.66,49,40,7.2,DE,1663502475
514,Cairns,-16.9167,145.7667,26.15,88,75,1.54,AU,1663502476
515,Krasnyy Profintern,57.7446,40.435,17.01,42,69,3.99,RU,1663502477
516,Bethel,41.3712,-73.414,18.93,88,25,1.79,US,1663502479
517,Luau,-10.7073,22.2247,32.05,26,100,1.21,AO,1663502480
518,Kargasok,59.0556,80.8572,12.65,64,42,3.73,RU,1663502482
519,Axim,4.8699,-2.2405,26.73,73,39,4.76,GH,1663502483
520,Batticaloa,7.7102,81.6924,28.33,75,90,5.26,LK,1663502484
521,San Roque,36.2107,-5.3842,22.46,73,75,7.2,ES,1663502486
522,Coahuayana,18.7333,-103.6833,23.32,95,100,1.9,MX,1663502487
523,Mildura,-34.2,142.15,10.2,81,55,5.27,AU,1663502488
524,Barra,-11.0894,-43.1417,27.44,50,32,5.67,BR,1663502490
525,Riohacha,11.5444,-72.9072,26.3,80,87,1.45,CO,1663502491
526,Tiznit,29.5833,-9.5,23.87,57,53,4.21,MA,1663502492
527,Joniskis,56.2403,23.6153,15.51,50,68,1.23,LT,1663502493
528,Gushikawa,26.3544,127.8686,27.57,89,100,9.77,JP,1663502496
529,Pochutla,15.7432,-96.4661,21.57,92,100,1.6,MX,1663502498
530,Betlitsa,54.0095,33.9588,13.09,84,93,4.89,RU,1663502499
531,Pandan,14.0453,124.1694,28.08,77,95,3.88,PH,1663502501
532,Devarkonda,16.7,78.9333,29.06,63,88,4.64,IN,1663502502
533,Diapaga,12.0708,1.7889,25.89,83,99,2.14,BF,1663502508
534,Chilca,-12.5211,-76.7372,15.76,86,96,2.51,PE,1663502510
535,Ustyuzhna,58.8394,36.4321,15.39,56,96,2.93,RU,1663502511
536,Salalah,17.0151,54.0924,28.81,78,94,4.73,OM,1663502512
537,Hasaki,35.7333,140.8333,25.22,88,100,9.6,JP,1663502514
538,Richards Bay,-28.783,32.0377,23.82,72,8,4.19,ZA,1663502515
539,San Carlos De Bariloche,-41.1456,-71.3082,3.47,89,100,1.95,AR,1663502516
540,Montevideo,-34.8335,-56.1674,14.01,77,0,5.66,UY,1663502517
541,Asfi,32.2994,-9.2372,22.47,75,20,4.68,MA,1663502519
542,Segou,13.4317,-6.2157,30.59,56,53,5.9,ML,1663502520
543,Eenhana,-17.4667,16.3333,34.92,10,0,3.6,NA,1663502521
544,Coruripe,-10.1256,-36.1756,25.79,71,26,3.99,BR,1663502522
545,Erzin,36.9559,36.2,29.87,56,2,3.95,TR,1663502524
546,Biak,-0.9131,122.8766,24.85,85,31,1.78,ID,1663502525
547,Safaga,26.7292,33.9365,31.87,48,1,2.54,EG,1663502526
548,Moindou,-21.6924,165.677,23.09,74,21,1.46,NC,1663502528
549,Guane,22.2025,-84.0875,24.68,87,5,1.74,CU,1663502529
550,Waipawa,-41.4122,175.5153,5.98,82,100,2.29,NZ,1663502530
551,Okhotsk,59.3833,143.3,8.23,68,100,5.41,RU,1663502531
552,Calvinia,-31.4707,19.776,13.49,42,98,5.17,ZA,1663502533
553,Hokitika,-42.7167,170.9667,10.02,79,100,3.55,NZ,1663502534
554,Mujiayingzi,42.1167,118.7833,14.46,31,2,2.45,CN,1663502535
555,Ahuimanu,21.4447,-157.8378,25.84,83,75,3.6,US,1663502536
556,Along,28.1667,94.7667,27.04,88,17,0.47,IN,1663502537
557,Petauke,-14.2426,31.3253,33.09,15,25,2.12,ZM,1663502539
558,Sorong,-0.8833,131.25,26.81,77,96,1.59,ID,1663502540
559,Santiago Del Estero,-27.7951,-64.2615,24.03,42,0,4.56,AR,1663502541
560,Guantanamo,20.1444,-75.2092,26.76,79,13,1.76,CU,1663502543
561,Gambo,4.6482,22.2633,25.58,82,99,1.23,CF,1663502544
562,Chernaya Kholunitsa,58.8511,51.7154,16.22,57,40,4.31,RU,1663502545
563,Mnogovershinnyy,53.9353,139.9242,8.31,97,99,2.24,RU,1663502546
564,Doha,25.2867,51.5333,39.17,60,0,5.66,QA,1663502547
565,Usinsk,65.9939,57.5281,8.63,93,100,5.34,RU,1663502550
566,Coaticook,45.1334,-71.7991,15.72,93,99,0.68,CA,1663502551
567,Ha Giang,22.8333,104.9833,27.94,81,82,0.72,VN,1663502552
568,Smidovich,48.6,133.8167,12.17,83,10,4.47,RU,1663502554
569,Cam Ranh,11.9214,109.1591,26.98,78,40,1.54,VN,1663502555
570,Rosarito,32.3333,-117.0333,19.53,78,40,0.96,MX,1663502556
571,Grand Gaube,-20.0064,57.6608,20.77,74,18,3.13,MU,1663502558
572,Turukhansk,65.8167,87.9833,10.13,70,100,4.05,RU,1663502559
573,Kattivakkam,13.2167,80.3167,35.05,71,96,6.36,IN,1663502560
574,Powell River,49.8496,-124.5361,15.0,59,45,3.28,CA,1663502561
575,Altrincham,53.3875,-2.3485,16.65,78,40,5.14,GB,1663502564
576,Puerto Escondido,15.85,-97.0667,23.46,68,75,1.54,MX,1663502565
577,San Borja,-14.8167,-66.85,25.39,69,0,1.27,BO,1663502566
578,Kabinda,-6.1333,24.4833,29.65,45,100,1.77,CD,1663502567
579,Bahir Dar,11.5936,37.3908,23.3,62,67,1.48,ET,1663502569
580,Boo,59.3333,18.2833,13.88,75,75,4.12,SE,1663502570
581,Nouadhibou,20.931,-17.0347,24.78,70,27,5.61,MR,1663502571
582,Koudougou,12.25,-2.3667,29.43,63,55,4.58,BF,1663502572
583,Port Macquarie,-31.4333,152.9167,13.83,68,96,2.96,AU,1663502575
584,Kyshtovka,56.555,76.6271,15.17,51,33,3.17,RU,1663502576
585,Port Shepstone,-30.7414,30.455,21.4,78,100,3.77,ZA,1663502577
586,Joshimath,30.5667,79.5667,21.51,85,75,1.52,IN,1663502579
